"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, -7.82349425454E+001, +0.00000000000E+000
+9.02985000000E+007, -1.05807303490E+002, +0.00000000000E+000
+1.80297000000E+008, -9.32266593336E+001, +0.00000000000E+000
+2.70295500000E+008, -8.15027817003E+001, +0.00000000000E+000
+3.60294000000E+008, -9.14807742247E+001, +0.00000000000E+000
+4.50292500000E+008, -7.70231269560E+001, +0.00000000000E+000
+5.40291000000E+008, -7.91009422844E+001, +0.00000000000E+000
+6.30289500000E+008, -6.95696969091E+001, +0.00000000000E+000
+7.20288000000E+008, -7.02490454941E+001, +0.00000000000E+000
+8.10286500000E+008, -6.91480836193E+001, +0.00000000000E+000
+9.00285000000E+008, -7.40432507583E+001, +0.00000000000E+000
+9.90283500000E+008, -7.08833454669E+001, +0.00000000000E+000
+1.08028200000E+009, -7.25621733801E+001, +0.00000000000E+000
+1.17028050000E+009, -8.09501416092E+001, +0.00000000000E+000
+1.26027900000E+009, -8.24048787376E+001, +0.00000000000E+000
+1.35027750000E+009, -8.68412242633E+001, +0.00000000000E+000
+1.44027600000E+009, -9.08863453384E+001, +0.00000000000E+000
+1.53027450000E+009, -8.53013843883E+001, +0.00000000000E+000
+1.62027300000E+009, -8.16844322881E+001, +0.00000000000E+000
+1.71027150000E+009, -8.22893445095E+001, +0.00000000000E+000
+1.80027000000E+009, -8.27788841228E+001, +0.00000000000E+000
+1.89026850000E+009, -8.38257546049E+001, +0.00000000000E+000
+1.98026700000E+009, -8.31201113572E+001, +0.00000000000E+000
+2.07026550000E+009, -8.61611626068E+001, +0.00000000000E+000
+2.16026400000E+009, -9.18007348913E+001, +0.00000000000E+000
+2.25026250000E+009, -8.79324141304E+001, +0.00000000000E+000
+2.34026100000E+009, -9.49592558438E+001, +0.00000000000E+000
+2.43025950000E+009, -9.67649214033E+001, +0.00000000000E+000
+2.52025800000E+009, -8.81768632603E+001, +0.00000000000E+000
+2.61025650000E+009, -8.59751233942E+001, +0.00000000000E+000
+2.70025500000E+009, -8.17438465224E+001, +0.00000000000E+000
+2.79025350000E+009, -7.61352547699E+001, +0.00000000000E+000
+2.88025200000E+009, -7.56257945528E+001, +0.00000000000E+000
+2.97025050000E+009, -7.35444625454E+001, +0.00000000000E+000
+3.06024900000E+009, -7.51530537922E+001, +0.00000000000E+000
+3.15024750000E+009, -7.47325136769E+001, +0.00000000000E+000
+3.24024600000E+009, -7.24665129743E+001, +0.00000000000E+000
+3.33024450000E+009, -7.60210354130E+001, +0.00000000000E+000
+3.42024300000E+009, -7.14665767655E+001, +0.00000000000E+000
+3.51024150000E+009, -7.35537885487E+001, +0.00000000000E+000
+3.60024000000E+009, -7.35778065315E+001, +0.00000000000E+000
+3.69023850000E+009, -7.41225217537E+001, +0.00000000000E+000
+3.78023700000E+009, -7.88746558439E+001, +0.00000000000E+000
+3.87023550000E+009, -7.55194761717E+001, +0.00000000000E+000
+3.96023400000E+009, -7.73320041861E+001, +0.00000000000E+000
+4.05023250000E+009, -7.81204946550E+001, +0.00000000000E+000
+4.14023100000E+009, -7.98527936111E+001, +0.00000000000E+000
+4.23022950000E+009, -8.22043229081E+001, +0.00000000000E+000
+4.32022800000E+009, -8.40092852261E+001, +0.00000000000E+000
+4.41022650000E+009, -8.63175774497E+001, +0.00000000000E+000
+4.50022500000E+009, -8.36467478530E+001, +0.00000000000E+000
+4.59022350000E+009, -8.69207799302E+001, +0.00000000000E+000
+4.68022200000E+009, -8.68814521937E+001, +0.00000000000E+000
+4.77022050000E+009, -9.02147052955E+001, +0.00000000000E+000
+4.86021900000E+009, -9.17150467953E+001, +0.00000000000E+000
+4.95021750000E+009, -8.76923488748E+001, +0.00000000000E+000
+5.04021600000E+009, -9.49524134578E+001, +0.00000000000E+000
+5.13021450000E+009, -8.84007003896E+001, +0.00000000000E+000
+5.22021300000E+009, -8.64494110652E+001, +0.00000000000E+000
+5.31021150000E+009, -8.42171501933E+001, +0.00000000000E+000
+5.40021000000E+009, -8.64070496422E+001, +0.00000000000E+000
+5.49020850000E+009, -8.07006643484E+001, +0.00000000000E+000
+5.58020700000E+009, -7.92753000819E+001, +0.00000000000E+000
+5.67020550000E+009, -7.63757009700E+001, +0.00000000000E+000
+5.76020400000E+009, -7.55312627618E+001, +0.00000000000E+000
+5.85020250000E+009, -7.62885077328E+001, +0.00000000000E+000
+5.94020100000E+009, -7.13346918810E+001, +0.00000000000E+000
+6.03019950000E+009, -7.60165640071E+001, +0.00000000000E+000
+6.12019800000E+009, -7.11531826945E+001, +0.00000000000E+000
+6.21019650000E+009, -7.10644540135E+001, +0.00000000000E+000
+6.30019500000E+009, -6.93658604064E+001, +0.00000000000E+000
