"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, -8.07430388629E+001, +0.00000000000E+000
+9.02985000000E+007, -1.09138936738E+002, +0.00000000000E+000
+1.80297000000E+008, -1.00619276260E+002, +0.00000000000E+000
+2.70295500000E+008, -9.77201772641E+001, +0.00000000000E+000
+3.60294000000E+008, -9.55305051256E+001, +0.00000000000E+000
+4.50292500000E+008, -8.79647158237E+001, +0.00000000000E+000
+5.40291000000E+008, -8.57411450730E+001, +0.00000000000E+000
+6.30289500000E+008, -8.46141083527E+001, +0.00000000000E+000
+7.20288000000E+008, -8.19915269721E+001, +0.00000000000E+000
+8.10286500000E+008, -8.68237604253E+001, +0.00000000000E+000
+9.00285000000E+008, -9.02297327730E+001, +0.00000000000E+000
+9.90283500000E+008, -8.61832992741E+001, +0.00000000000E+000
+1.08028200000E+009, -8.59822338631E+001, +0.00000000000E+000
+1.17028050000E+009, -8.49876496157E+001, +0.00000000000E+000
+1.26027900000E+009, -9.68862165079E+001, +0.00000000000E+000
+1.35027750000E+009, -1.00792404503E+002, +0.00000000000E+000
+1.44027600000E+009, -8.74985511419E+001, +0.00000000000E+000
+1.53027450000E+009, -9.32568881988E+001, +0.00000000000E+000
+1.62027300000E+009, -9.65003921846E+001, +0.00000000000E+000
+1.71027150000E+009, -9.76671817294E+001, +0.00000000000E+000
+1.80027000000E+009, -1.03744464793E+002, +0.00000000000E+000
+1.89026850000E+009, -9.79313924167E+001, +0.00000000000E+000
+1.98026700000E+009, -1.02608128882E+002, +0.00000000000E+000
+2.07026550000E+009, -9.60355746753E+001, +0.00000000000E+000
+2.16026400000E+009, -9.26762150690E+001, +0.00000000000E+000
+2.25026250000E+009, -9.51956178420E+001, +0.00000000000E+000
+2.34026100000E+009, -9.53590026204E+001, +0.00000000000E+000
+2.43025950000E+009, -9.24830605636E+001, +0.00000000000E+000
+2.52025800000E+009, -9.48051163519E+001, +0.00000000000E+000
+2.61025650000E+009, -1.02676772067E+002, +0.00000000000E+000
+2.70025500000E+009, -9.81626291115E+001, +0.00000000000E+000
+2.79025350000E+009, -1.01282312506E+002, +0.00000000000E+000
+2.88025200000E+009, -9.50757174615E+001, +0.00000000000E+000
+2.97025050000E+009, -9.56733332461E+001, +0.00000000000E+000
+3.06024900000E+009, -9.90157074623E+001, +0.00000000000E+000
+3.15024750000E+009, -9.30912299511E+001, +0.00000000000E+000
+3.24024600000E+009, -9.83075208207E+001, +0.00000000000E+000
+3.33024450000E+009, -1.07919808959E+002, +0.00000000000E+000
+3.42024300000E+009, -9.51415997012E+001, +0.00000000000E+000
+3.51024150000E+009, -9.76055618077E+001, +0.00000000000E+000
+3.60024000000E+009, -1.09484350270E+002, +0.00000000000E+000
+3.69023850000E+009, -1.03626622793E+002, +0.00000000000E+000
+3.78023700000E+009, -9.70283699937E+001, +0.00000000000E+000
+3.87023550000E+009, -9.82755711095E+001, +0.00000000000E+000
+3.96023400000E+009, -9.46897683680E+001, +0.00000000000E+000
+4.05023250000E+009, -1.01697006619E+002, +0.00000000000E+000
+4.14023100000E+009, -1.03270283902E+002, +0.00000000000E+000
+4.23022950000E+009, -9.99200046078E+001, +0.00000000000E+000
+4.32022800000E+009, -9.56767264902E+001, +0.00000000000E+000
+4.41022650000E+009, -9.47163026939E+001, +0.00000000000E+000
+4.50022500000E+009, -1.01662472781E+002, +0.00000000000E+000
+4.59022350000E+009, -1.01310033016E+002, +0.00000000000E+000
+4.68022200000E+009, -9.83061154054E+001, +0.00000000000E+000
+4.77022050000E+009, -1.00937447639E+002, +0.00000000000E+000
