"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, -7.78949197524E+001, +0.00000000000E+000
+9.02985000000E+007, -1.09509720633E+002, +0.00000000000E+000
+1.80297000000E+008, -1.03688290317E+002, +0.00000000000E+000
+2.70295500000E+008, -9.03430626162E+001, +0.00000000000E+000
+3.60294000000E+008, -1.00240922508E+002, +0.00000000000E+000
+4.50292500000E+008, -8.15868066296E+001, +0.00000000000E+000
+5.40291000000E+008, -8.45688046477E+001, +0.00000000000E+000
+6.30289500000E+008, -7.84010563988E+001, +0.00000000000E+000
+7.20288000000E+008, -7.69774226667E+001, +0.00000000000E+000
+8.10286500000E+008, -7.59459958876E+001, +0.00000000000E+000
+9.00285000000E+008, -7.50494307889E+001, +0.00000000000E+000
+9.90283500000E+008, -7.40349608537E+001, +0.00000000000E+000
+1.08028200000E+009, -7.59127935261E+001, +0.00000000000E+000
+1.17028050000E+009, -8.00903245665E+001, +0.00000000000E+000
+1.26027900000E+009, -8.51122665440E+001, +0.00000000000E+000
+1.35027750000E+009, -9.08405438915E+001, +0.00000000000E+000
+1.44027600000E+009, -9.88429608360E+001, +0.00000000000E+000
+1.53027450000E+009, -1.01541910386E+002, +0.00000000000E+000
+1.62027300000E+009, -9.44064193941E+001, +0.00000000000E+000
+1.71027150000E+009, -9.03060651660E+001, +0.00000000000E+000
+1.80027000000E+009, -9.12439745798E+001, +0.00000000000E+000
+1.89026850000E+009, -9.25000478984E+001, +0.00000000000E+000
+1.98026700000E+009, -9.58699500948E+001, +0.00000000000E+000
+2.07026550000E+009, -8.96381757589E+001, +0.00000000000E+000
+2.16026400000E+009, -8.99352432448E+001, +0.00000000000E+000
+2.25026250000E+009, -9.49824867707E+001, +0.00000000000E+000
+2.34026100000E+009, -9.01811495276E+001, +0.00000000000E+000
+2.43025950000E+009, -8.58402606521E+001, +0.00000000000E+000
+2.52025800000E+009, -9.10062011687E+001, +0.00000000000E+000
+2.61025650000E+009, -9.12411567963E+001, +0.00000000000E+000
+2.70025500000E+009, -1.00550471057E+002, +0.00000000000E+000
+2.79025350000E+009, -9.09380710801E+001, +0.00000000000E+000
+2.88025200000E+009, -9.18050084466E+001, +0.00000000000E+000
+2.97025050000E+009, -9.27093147268E+001, +0.00000000000E+000
+3.06024900000E+009, -9.27895999409E+001, +0.00000000000E+000
+3.15024750000E+009, -9.39147477341E+001, +0.00000000000E+000
+3.24024600000E+009, -9.70654983007E+001, +0.00000000000E+000
+3.33024450000E+009, -9.37701543127E+001, +0.00000000000E+000
+3.42024300000E+009, -9.11369864838E+001, +0.00000000000E+000
+3.51024150000E+009, -9.52069345134E+001, +0.00000000000E+000
+3.60024000000E+009, -9.10312101074E+001, +0.00000000000E+000
+3.69023850000E+009, -9.66646796188E+001, +0.00000000000E+000
+3.78023700000E+009, -9.47188932919E+001, +0.00000000000E+000
+3.87023550000E+009, -9.34423971345E+001, +0.00000000000E+000
+3.96023400000E+009, -9.62725675634E+001, +0.00000000000E+000
+4.05023250000E+009, -9.38111446455E+001, +0.00000000000E+000
+4.14023100000E+009, -9.49670889799E+001, +0.00000000000E+000
+4.23022950000E+009, -9.42598027777E+001, +0.00000000000E+000
+4.32022800000E+009, -9.53134329639E+001, +0.00000000000E+000
+4.41022650000E+009, -1.03339745515E+002, +0.00000000000E+000
+4.50022500000E+009, -9.36677628353E+001, +0.00000000000E+000
+4.59022350000E+009, -9.52642237138E+001, +0.00000000000E+000
+4.68022200000E+009, -9.31381617523E+001, +0.00000000000E+000
+4.77022050000E+009, -9.39443700439E+001, +0.00000000000E+000
+4.86021900000E+009, -9.54089426022E+001, +0.00000000000E+000
+4.95021750000E+009, -9.92074179668E+001, +0.00000000000E+000
+5.04021600000E+009, -9.80469155554E+001, +0.00000000000E+000
+5.13021450000E+009, -9.77794694139E+001, +0.00000000000E+000
+5.22021300000E+009, -9.50069301901E+001, +0.00000000000E+000
+5.31021150000E+009, -1.15629520564E+002, +0.00000000000E+000
+5.40021000000E+009, -9.86050283476E+001, +0.00000000000E+000
+5.49020850000E+009, -1.01770727054E+002, +0.00000000000E+000
+5.58020700000E+009, -1.02926712372E+002, +0.00000000000E+000
+5.67020550000E+009, -8.84357357829E+001, +0.00000000000E+000
+5.76020400000E+009, -7.30357340907E+001, +0.00000000000E+000
+5.85020250000E+009, -6.46648722585E+001, +0.00000000000E+000
+5.94020100000E+009, -6.18110861154E+001, +0.00000000000E+000
+6.03019950000E+009, -5.75362896630E+001, +0.00000000000E+000
+6.12019800000E+009, -6.12026078155E+001, +0.00000000000E+000
+6.21019650000E+009, -6.13745510810E+001, +0.00000000000E+000
+6.30019500000E+009, -5.77283316117E+001, +0.00000000000E+000
+6.39019350000E+009, -5.80655944178E+001, +0.00000000000E+000
+6.48019200000E+009, -5.94246418840E+001, +0.00000000000E+000
+6.57019050000E+009, -6.25576989347E+001, +0.00000000000E+000
+6.66018900000E+009, -6.19873613208E+001, +0.00000000000E+000
+6.75018750000E+009, -5.93797141283E+001, +0.00000000000E+000
+6.84018600000E+009, -6.33538117420E+001, +0.00000000000E+000
+6.93018450000E+009, -6.54158632499E+001, +0.00000000000E+000
+7.02018300000E+009, -6.56915226761E+001, +0.00000000000E+000
+7.11018150000E+009, -6.61656370117E+001, +0.00000000000E+000
+7.20018000000E+009, -6.09443456287E+001, +0.00000000000E+000
+7.29017850000E+009, -6.25329050884E+001, +0.00000000000E+000
+7.38017700000E+009, -6.34328616052E+001, +0.00000000000E+000
+7.47017550000E+009, -6.23618471626E+001, +0.00000000000E+000
+7.56017400000E+009, -6.60511428362E+001, +0.00000000000E+000
+7.65017250000E+009, -6.44310631692E+001, +0.00000000000E+000
+7.74017100000E+009, -6.22963000082E+001, +0.00000000000E+000
+7.83016950000E+009, -6.81403930994E+001, +0.00000000000E+000
+7.92016800000E+009, -6.31655629536E+001, +0.00000000000E+000
+8.01016650000E+009, -6.38556078859E+001, +0.00000000000E+000
+8.10016500000E+009, -7.56470650965E+001, +0.00000000000E+000
+8.19016350000E+009, -7.13505121441E+001, +0.00000000000E+000
+8.28016200000E+009, -7.12976670772E+001, +0.00000000000E+000
+8.37016050000E+009, -7.67631228233E+001, +0.00000000000E+000
+8.46015900000E+009, -7.39164201331E+001, +0.00000000000E+000
+8.55015750000E+009, -6.89449271931E+001, +0.00000000000E+000
+8.64015600000E+009, -7.94307232023E+001, +0.00000000000E+000
+8.73015450000E+009, -7.53960557561E+001, +0.00000000000E+000
+8.82015300000E+009, -7.62963357070E+001, +0.00000000000E+000
+8.91015150000E+009, -7.34525773642E+001, +0.00000000000E+000
+9.00015000000E+009, -7.78175662921E+001, +0.00000000000E+000
+9.09014850000E+009, -6.65788008466E+001, +0.00000000000E+000
+9.18014700000E+009, -7.52736455030E+001, +0.00000000000E+000
+9.27014550000E+009, -7.07600518720E+001, +0.00000000000E+000
+9.36014400000E+009, -6.82548797520E+001, +0.00000000000E+000
+9.45014250000E+009, -7.10958058129E+001, +0.00000000000E+000
+9.54014100000E+009, -6.69356778502E+001, +0.00000000000E+000
+9.63013950000E+009, -7.22699371160E+001, +0.00000000000E+000
+9.72013800000E+009, -6.96373976853E+001, +0.00000000000E+000
+9.81013650000E+009, -6.74659866921E+001, +0.00000000000E+000
+9.90013500000E+009, -6.67840539042E+001, +0.00000000000E+000
+9.99013350000E+009, -6.70247180155E+001, +0.00000000000E+000
+1.00801320000E+010, -6.64273339396E+001, +0.00000000000E+000
+1.01701305000E+010, -6.41171191217E+001, +0.00000000000E+000
+1.02601290000E+010, -7.30174593412E+001, +0.00000000000E+000
+1.03501275000E+010, -6.66038344821E+001, +0.00000000000E+000
+1.04401260000E+010, -6.71937637708E+001, +0.00000000000E+000
+1.05301245000E+010, -6.75833333399E+001, +0.00000000000E+000
+1.06201230000E+010, -6.13847674996E+001, +0.00000000000E+000
+1.07101215000E+010, -5.89958455490E+001, +0.00000000000E+000
+1.08001200000E+010, -6.25713368362E+001, +0.00000000000E+000
+1.08901185000E+010, -6.38234357606E+001, +0.00000000000E+000
+1.09801170000E+010, -6.48413409031E+001, +0.00000000000E+000
+1.10701155000E+010, -6.87318695026E+001, +0.00000000000E+000
+1.11601140000E+010, -6.45913527133E+001, +0.00000000000E+000
+1.12501125000E+010, -6.58846202925E+001, +0.00000000000E+000
+1.13401110000E+010, -7.17736967466E+001, +0.00000000000E+000
+1.14301095000E+010, -6.37622462494E+001, +0.00000000000E+000
+1.15201080000E+010, -7.78390269322E+001, +0.00000000000E+000
+1.16101065000E+010, -6.57673446831E+001, +0.00000000000E+000
