"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, -7.90903414616E+001, +0.00000000000E+000
+9.02985000000E+007, -1.09741429589E+002, +0.00000000000E+000
+1.80297000000E+008, -9.01078357683E+001, +0.00000000000E+000
+2.70295500000E+008, -7.93816608760E+001, +0.00000000000E+000
+3.60294000000E+008, -8.57686224242E+001, +0.00000000000E+000
+4.50292500000E+008, -7.19134282936E+001, +0.00000000000E+000
+5.40291000000E+008, -8.12971718492E+001, +0.00000000000E+000
+6.30289500000E+008, -7.40739778218E+001, +0.00000000000E+000
+7.20288000000E+008, -7.01454236425E+001, +0.00000000000E+000
+8.10286500000E+008, -6.82478557963E+001, +0.00000000000E+000
+9.00285000000E+008, -7.11607778230E+001, +0.00000000000E+000
+9.90283500000E+008, -7.17242497934E+001, +0.00000000000E+000
+1.08028200000E+009, -7.05065492118E+001, +0.00000000000E+000
+1.17028050000E+009, -7.66539727420E+001, +0.00000000000E+000
+1.26027900000E+009, -8.24762468785E+001, +0.00000000000E+000
+1.35027750000E+009, -8.25677693525E+001, +0.00000000000E+000
+1.44027600000E+009, -9.39862975397E+001, +0.00000000000E+000
+1.53027450000E+009, -8.89858319121E+001, +0.00000000000E+000
+1.62027300000E+009, -9.15404405360E+001, +0.00000000000E+000
+1.71027150000E+009, -9.16285983188E+001, +0.00000000000E+000
+1.80027000000E+009, -8.72678090345E+001, +0.00000000000E+000
+1.89026850000E+009, -8.88854071207E+001, +0.00000000000E+000
+1.98026700000E+009, -9.81303681664E+001, +0.00000000000E+000
+2.07026550000E+009, -8.86564693539E+001, +0.00000000000E+000
+2.16026400000E+009, -9.02422335702E+001, +0.00000000000E+000
+2.25026250000E+009, -8.83928739868E+001, +0.00000000000E+000
+2.34026100000E+009, -8.36891254320E+001, +0.00000000000E+000
+2.43025950000E+009, -8.91833044883E+001, +0.00000000000E+000
+2.52025800000E+009, -8.72888155820E+001, +0.00000000000E+000
+2.61025650000E+009, -8.38546012474E+001, +0.00000000000E+000
+2.70025500000E+009, -8.99806022900E+001, +0.00000000000E+000
+2.79025350000E+009, -8.37853675647E+001, +0.00000000000E+000
+2.88025200000E+009, -8.31509543321E+001, +0.00000000000E+000
+2.97025050000E+009, -8.90986773579E+001, +0.00000000000E+000
+3.06024900000E+009, -8.39205120477E+001, +0.00000000000E+000
+3.15024750000E+009, -8.71238516690E+001, +0.00000000000E+000
+3.24024600000E+009, -8.63017232683E+001, +0.00000000000E+000
+3.33024450000E+009, -8.73280802945E+001, +0.00000000000E+000
+3.42024300000E+009, -8.68347772842E+001, +0.00000000000E+000
+3.51024150000E+009, -8.87954638416E+001, +0.00000000000E+000
+3.60024000000E+009, -8.37835893746E+001, +0.00000000000E+000
