"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, +3.56939485599E-001, +0.00000000000E+000
+9.02985000000E+007, +2.85953287166E-002, +0.00000000000E+000
+1.80297000000E+008, -1.74140542131E-001, +0.00000000000E+000
+2.70295500000E+008, -3.17938296873E-001, +0.00000000000E+000
+3.60294000000E+008, -4.10323922433E-001, +0.00000000000E+000
+4.50292500000E+008, -4.95198034330E-001, +0.00000000000E+000
+5.40291000000E+008, -5.81789025678E-001, +0.00000000000E+000
+6.30289500000E+008, -6.26503977065E-001, +0.00000000000E+000
+7.20288000000E+008, -6.47454826071E-001, +0.00000000000E+000
+8.10286500000E+008, -7.20984615599E-001, +0.00000000000E+000
+9.00285000000E+008, -8.94001323803E-001, +0.00000000000E+000
+9.90283500000E+008, -1.08188726458E+000, +0.00000000000E+000
+1.08028200000E+009, -1.15988138893E+000, +0.00000000000E+000
+1.17028050000E+009, -1.19891968091E+000, +0.00000000000E+000
+1.26027900000E+009, -1.28723385722E+000, +0.00000000000E+000
+1.35027750000E+009, -1.42829760850E+000, +0.00000000000E+000
+1.44027600000E+009, -1.54484569708E+000, +0.00000000000E+000
+1.53027450000E+009, -1.60344049822E+000, +0.00000000000E+000
+1.62027300000E+009, -1.67014623224E+000, +0.00000000000E+000
+1.71027150000E+009, -1.81928290300E+000, +0.00000000000E+000
+1.80027000000E+009, -2.01341769535E+000, +0.00000000000E+000
+1.89026850000E+009, -2.18227673385E+000, +0.00000000000E+000
+1.98026700000E+009, -2.29940473635E+000, +0.00000000000E+000
+2.07026550000E+009, -2.38739685884E+000, +0.00000000000E+000
+2.16026400000E+009, -2.52435888822E+000, +0.00000000000E+000
+2.25026250000E+009, -2.70232123477E+000, +0.00000000000E+000
+2.34026100000E+009, -2.92135948523E+000, +0.00000000000E+000
+2.43025950000E+009, -3.09720132864E+000, +0.00000000000E+000
+2.52025800000E+009, -3.21607585938E+000, +0.00000000000E+000
+2.61025650000E+009, -3.28674390539E+000, +0.00000000000E+000
+2.70025500000E+009, -3.51849073392E+000, +0.00000000000E+000
+2.79025350000E+009, -3.73236796804E+000, +0.00000000000E+000
+2.88025200000E+009, -3.82692002834E+000, +0.00000000000E+000
+2.97025050000E+009, -3.83302484256E+000, +0.00000000000E+000
+3.06024900000E+009, -3.87125010880E+000, +0.00000000000E+000
+3.15024750000E+009, -4.20326961525E+000, +0.00000000000E+000
+3.24024600000E+009, -4.55900310785E+000, +0.00000000000E+000
+3.33024450000E+009, -4.70594215178E+000, +0.00000000000E+000
+3.42024300000E+009, -4.55250369557E+000, +0.00000000000E+000
+3.51024150000E+009, -4.51647973642E+000, +0.00000000000E+000
+3.60024000000E+009, -4.66000440421E+000, +0.00000000000E+000
+3.69023850000E+009, -4.75746863332E+000, +0.00000000000E+000
+3.78023700000E+009, -4.66956068448E+000, +0.00000000000E+000
+3.87023550000E+009, -4.68608198381E+000, +0.00000000000E+000
+3.96023400000E+009, -4.76896565676E+000, +0.00000000000E+000
+4.05023250000E+009, -5.14530616951E+000, +0.00000000000E+000
+4.14023100000E+009, -5.14448515161E+000, +0.00000000000E+000
+4.23022950000E+009, -4.73743988587E+000, +0.00000000000E+000
+4.32022800000E+009, -4.52279542593E+000, +0.00000000000E+000
