"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, -8.01296272075E+001, +0.00000000000E+000
+9.02985000000E+007, -1.01938796423E+002, +0.00000000000E+000
+1.80297000000E+008, -8.30004691245E+001, +0.00000000000E+000
+2.70295500000E+008, -6.89813065570E+001, +0.00000000000E+000
+3.60294000000E+008, -8.53935334377E+001, +0.00000000000E+000
+4.50292500000E+008, -7.50079090136E+001, +0.00000000000E+000
+5.40291000000E+008, -7.26277783264E+001, +0.00000000000E+000
+6.30289500000E+008, -6.83643163685E+001, +0.00000000000E+000
+7.20288000000E+008, -7.32918788195E+001, +0.00000000000E+000
+8.10286500000E+008, -7.09350414238E+001, +0.00000000000E+000
+9.00285000000E+008, -8.77360946120E+001, +0.00000000000E+000
+9.90283500000E+008, -7.00199024845E+001, +0.00000000000E+000
+1.08028200000E+009, -6.87512031123E+001, +0.00000000000E+000
+1.17028050000E+009, -6.89875966866E+001, +0.00000000000E+000
+1.26027900000E+009, -6.55359135944E+001, +0.00000000000E+000
+1.35027750000E+009, -6.93571809647E+001, +0.00000000000E+000
+1.44027600000E+009, -7.13055638467E+001, +0.00000000000E+000
+1.53027450000E+009, -6.57076113946E+001, +0.00000000000E+000
+1.62027300000E+009, -7.27334322849E+001, +0.00000000000E+000
+1.71027150000E+009, -7.64203208249E+001, +0.00000000000E+000
+1.80027000000E+009, -7.93613627562E+001, +0.00000000000E+000
+1.89026850000E+009, -8.15572737157E+001, +0.00000000000E+000
+1.98026700000E+009, -7.60524377229E+001, +0.00000000000E+000
+2.07026550000E+009, -7.74702971822E+001, +0.00000000000E+000
+2.16026400000E+009, -7.54364373317E+001, +0.00000000000E+000
+2.25026250000E+009, -8.68433521040E+001, +0.00000000000E+000
+2.34026100000E+009, -7.54022183636E+001, +0.00000000000E+000
+2.43025950000E+009, -7.54932487565E+001, +0.00000000000E+000
+2.52025800000E+009, -7.76976684613E+001, +0.00000000000E+000
+2.61025650000E+009, -7.41941501910E+001, +0.00000000000E+000
+2.70025500000E+009, -7.98023045400E+001, +0.00000000000E+000
+2.79025350000E+009, -8.04794274206E+001, +0.00000000000E+000
+2.88025200000E+009, -9.80394326639E+001, +0.00000000000E+000
+2.97025050000E+009, -8.26789006327E+001, +0.00000000000E+000
+3.06024900000E+009, -8.70454842567E+001, +0.00000000000E+000
+3.15024750000E+009, -9.07111574607E+001, +0.00000000000E+000
+3.24024600000E+009, -7.96410457336E+001, +0.00000000000E+000
+3.33024450000E+009, -8.92877210255E+001, +0.00000000000E+000
+3.42024300000E+009, -8.78409345685E+001, +0.00000000000E+000
+3.51024150000E+009, -9.57021260602E+001, +0.00000000000E+000
+3.60024000000E+009, -7.69622661478E+001, +0.00000000000E+000
+3.69023850000E+009, -7.61021406372E+001, +0.00000000000E+000
+3.78023700000E+009, -7.61795409378E+001, +0.00000000000E+000
+3.87023550000E+009, -7.51382800563E+001, +0.00000000000E+000
+3.96023400000E+009, -7.40907020805E+001, +0.00000000000E+000
+4.05023250000E+009, -7.39346568876E+001, +0.00000000000E+000
+4.14023100000E+009, -7.79078446925E+001, +0.00000000000E+000
+4.23022950000E+009, -7.63161768726E+001, +0.00000000000E+000
+4.32022800000E+009, -7.71394150917E+001, +0.00000000000E+000
+4.41022650000E+009, -7.61577890292E+001, +0.00000000000E+000
+4.50022500000E+009, -7.85497794093E+001, +0.00000000000E+000
+4.59022350000E+009, -7.75944082880E+001, +0.00000000000E+000
+4.68022200000E+009, -8.01212736829E+001, +0.00000000000E+000
+4.77022050000E+009, -7.83534435243E+001, +0.00000000000E+000
+4.86021900000E+009, -8.21781630980E+001, +0.00000000000E+000
+4.95021750000E+009, -8.08666387149E+001, +0.00000000000E+000
+5.04021600000E+009, -8.52188754176E+001, +0.00000000000E+000
