"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+5.00000000000E+004, +7.10631074585E+000, +0.00000000000E+000
+9.00497500000E+007, +1.73094443430E+001, +0.00000000000E+000
+1.80049500000E+008, +1.89755999451E+001, +0.00000000000E+000
+2.70049250000E+008, +2.02241770230E+001, +0.00000000000E+000
+3.60049000000E+008, +1.85450851981E+001, +0.00000000000E+000
+4.50048750000E+008, +1.64454813495E+001, +0.00000000000E+000
+5.40048500000E+008, +1.40993972236E+001, +0.00000000000E+000
+6.30048250000E+008, +1.26351468544E+001, +0.00000000000E+000
+7.20048000000E+008, +1.19411661783E+001, +0.00000000000E+000
+8.10047750000E+008, +1.12812625159E+001, +0.00000000000E+000
+9.00047500000E+008, +1.02735682332E+001, +0.00000000000E+000
+9.90047250000E+008, +9.29200366691E+000, +0.00000000000E+000
+1.08004700000E+009, +8.60608062515E+000, +0.00000000000E+000
+1.17004675000E+009, +8.11884560413E+000, +0.00000000000E+000
+1.26004650000E+009, +7.67239278983E+000, +0.00000000000E+000
+1.35004625000E+009, +7.20283810082E+000, +0.00000000000E+000
+1.44004600000E+009, +6.74565550014E+000, +0.00000000000E+000
+1.53004575000E+009, +6.43330219420E+000, +0.00000000000E+000
+1.62004550000E+009, +6.13634724187E+000, +0.00000000000E+000
+1.71004525000E+009, +5.83744637017E+000, +0.00000000000E+000
+1.80004500000E+009, +5.49723366863E+000, +0.00000000000E+000
+1.89004475000E+009, +5.33318387685E+000, +0.00000000000E+000
+1.98004450000E+009, +5.04153773559E+000, +0.00000000000E+000
+2.07004425000E+009, +4.66941989889E+000, +0.00000000000E+000
+2.16004400000E+009, +4.39306530992E+000, +0.00000000000E+000
+2.25004375000E+009, +4.34539418090E+000, +0.00000000000E+000
+2.34004350000E+009, +4.20391635624E+000, +0.00000000000E+000
+2.43004325000E+009, +3.98784261867E+000, +0.00000000000E+000
+2.52004300000E+009, +3.80966293539E+000, +0.00000000000E+000
+2.61004275000E+009, +3.78627554240E+000, +0.00000000000E+000
+2.70004250000E+009, +3.71288527318E+000, +0.00000000000E+000
+2.79004225000E+009, +3.52235404366E+000, +0.00000000000E+000
+2.88004200000E+009, +3.44045111383E+000, +0.00000000000E+000
+2.97004175000E+009, +3.50108829537E+000, +0.00000000000E+000
+3.06004150000E+009, +3.40427113681E+000, +0.00000000000E+000
+3.15004125000E+009, +3.15078723279E+000, +0.00000000000E+000
+3.24004100000E+009, +3.06010415020E+000, +0.00000000000E+000
+3.33004075000E+009, +3.07007306763E+000, +0.00000000000E+000
+3.42004050000E+009, +2.87842767012E+000, +0.00000000000E+000
+3.51004025000E+009, +2.47299872145E+000, +0.00000000000E+000
+3.60004000000E+009, +2.38328105543E+000, +0.00000000000E+000
+3.69003975000E+009, +2.36799136221E+000, +0.00000000000E+000
+3.78003950000E+009, +2.21872524916E+000, +0.00000000000E+000
+3.87003925000E+009, +2.10930199860E+000, +0.00000000000E+000
+3.96003900000E+009, +2.33439748457E+000, +0.00000000000E+000
+4.05003875000E+009, +2.47884969228E+000, +0.00000000000E+000
+4.14003850000E+009, +2.43537282179E+000, +0.00000000000E+000
+4.23003825000E+009, +2.37912174696E+000, +0.00000000000E+000
+4.32003800000E+009, +2.53270932353E+000, +0.00000000000E+000
+4.41003775000E+009, +2.68922988789E+000, +0.00000000000E+000
+4.50003750000E+009, +2.63164641890E+000, +0.00000000000E+000
+4.59003725000E+009, +2.58357279998E+000, +0.00000000000E+000
+4.68003700000E+009, +2.80331089732E+000, +0.00000000000E+000
+4.77003675000E+009, +2.91125917820E+000, +0.00000000000E+000
+4.86003650000E+009, +2.72815423152E+000, +0.00000000000E+000
+4.95003625000E+009, +2.68308773602E+000, +0.00000000000E+000
+5.04003600000E+009, +2.93778768964E+000, +0.00000000000E+000
+5.13003575000E+009, +2.87045369006E+000, +0.00000000000E+000
+5.22003550000E+009, +2.59651446070E+000, +0.00000000000E+000
+5.31003525000E+009, +2.61498037331E+000, +0.00000000000E+000
+5.40003500000E+009, +2.73473494230E+000, +0.00000000000E+000
+5.49003475000E+009, +2.52959503802E+000, +0.00000000000E+000
+5.58003450000E+009, +2.32297736908E+000, +0.00000000000E+000
+5.67003425000E+009, +2.38669756520E+000, +0.00000000000E+000
+5.76003400000E+009, +2.47499741484E+000, +0.00000000000E+000
+5.85003375000E+009, +2.38693962483E+000, +0.00000000000E+000
+5.94003350000E+009, +2.29414810289E+000, +0.00000000000E+000
+6.03003325000E+009, +2.42522155575E+000, +0.00000000000E+000
+6.12003300000E+009, +2.56767854639E+000, +0.00000000000E+000
+6.21003275000E+009, +2.47879629659E+000, +0.00000000000E+000
+6.30003250000E+009, +2.40459768690E+000, +0.00000000000E+000
+6.39003225000E+009, +2.58635635175E+000, +0.00000000000E+000
+6.48003200000E+009, +2.69451865621E+000, +0.00000000000E+000
+6.57003175000E+009, +2.55239022477E+000, +0.00000000000E+000
+6.66003150000E+009, +2.52525926867E+000, +0.00000000000E+000
+6.75003125000E+009, +2.65892243324E+000, +0.00000000000E+000
+6.84003100000E+009, +2.58850176574E+000, +0.00000000000E+000
+6.93003075000E+009, +2.41943376369E+000, +0.00000000000E+000
+7.02003050000E+009, +2.46460842322E+000, +0.00000000000E+000
+7.11003025000E+009, +2.52737268468E+000, +0.00000000000E+000
+7.20003000000E+009, +2.36066308098E+000, +0.00000000000E+000
+7.29002975000E+009, +2.23446268068E+000, +0.00000000000E+000
+7.38002950000E+009, +2.30955744120E+000, +0.00000000000E+000
+7.47002925000E+009, +2.30508576165E+000, +0.00000000000E+000
+7.56002900000E+009, +2.16010584826E+000, +0.00000000000E+000
+7.65002875000E+009, +2.12016775626E+000, +0.00000000000E+000
+7.74002850000E+009, +2.18467127956E+000, +0.00000000000E+000
+7.83002825000E+009, +2.10169062923E+000, +0.00000000000E+000
+7.92002800000E+009, +1.93419658443E+000, +0.00000000000E+000
+8.01002775000E+009, +1.95438481349E+000, +0.00000000000E+000
+8.10002750000E+009, +2.06525316466E+000, +0.00000000000E+000
+8.19002725000E+009, +2.00815019198E+000, +0.00000000000E+000
+8.28002700000E+009, +1.86845395251E+000, +0.00000000000E+000
+8.37002675000E+009, +1.90107475633E+000, +0.00000000000E+000
+8.46002650000E+009, +1.92164305803E+000, +0.00000000000E+000
+8.55002625000E+009, +1.78995216290E+000, +0.00000000000E+000
+8.64002600000E+009, +1.67092946079E+000, +0.00000000000E+000
+8.73002575000E+009, +1.70930022625E+000, +0.00000000000E+000
+8.82002550000E+009, +1.69816495903E+000, +0.00000000000E+000
+8.91002525000E+009, +1.58063728972E+000, +0.00000000000E+000
+9.00002500000E+009, +1.49354650703E+000, +0.00000000000E+000
+9.09002475000E+009, +1.52805337420E+000, +0.00000000000E+000
+9.18002450000E+009, +1.55278756197E+000, +0.00000000000E+000
+9.27002425000E+009, +1.52079707899E+000, +0.00000000000E+000
+9.36002400000E+009, +1.52454028934E+000, +0.00000000000E+000
+9.45002375000E+009, +1.61223601408E+000, +0.00000000000E+000
+9.54002350000E+009, +1.63923622695E+000, +0.00000000000E+000
+9.63002325000E+009, +1.57987140755E+000, +0.00000000000E+000
+9.72002300000E+009, +1.59912089917E+000, +0.00000000000E+000
+9.81002275000E+009, +1.69987605191E+000, +0.00000000000E+000
+9.90002250000E+009, +1.69916489665E+000, +0.00000000000E+000
+9.99002225000E+009, +1.63342886639E+000, +0.00000000000E+000
+1.00800220000E+010, +1.67412062728E+000, +0.00000000000E+000
+1.01700217500E+010, +1.68472947061E+000, +0.00000000000E+000
+1.02600215000E+010, +1.56726145398E+000, +0.00000000000E+000
+1.03500212500E+010, +1.50101117198E+000, +0.00000000000E+000
+1.04400210000E+010, +1.57546491399E+000, +0.00000000000E+000
+1.05300207500E+010, +1.58868209762E+000, +0.00000000000E+000
+1.06200205000E+010, +1.51013389852E+000, +0.00000000000E+000
+1.07100202500E+010, +1.45907305820E+000, +0.00000000000E+000
