"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, -7.97901797176E+001, +0.00000000000E+000
+9.02985000000E+007, -1.14029570860E+002, +0.00000000000E+000
+1.80297000000E+008, -9.53104547586E+001, +0.00000000000E+000
+2.70295500000E+008, -9.15368901973E+001, +0.00000000000E+000
+3.60294000000E+008, -8.54217079416E+001, +0.00000000000E+000
+4.50292500000E+008, -8.03432853780E+001, +0.00000000000E+000
+5.40291000000E+008, -8.74828834204E+001, +0.00000000000E+000
+6.30289500000E+008, -7.39111463831E+001, +0.00000000000E+000
+7.20288000000E+008, -7.30836683631E+001, +0.00000000000E+000
+8.10286500000E+008, -7.89607378428E+001, +0.00000000000E+000
+9.00285000000E+008, -8.23771157678E+001, +0.00000000000E+000
+9.90283500000E+008, -7.95601227780E+001, +0.00000000000E+000
+1.08028200000E+009, -7.80211317715E+001, +0.00000000000E+000
+1.17028050000E+009, -8.37541876862E+001, +0.00000000000E+000
+1.26027900000E+009, -8.56614905759E+001, +0.00000000000E+000
+1.35027750000E+009, -8.46311280088E+001, +0.00000000000E+000
+1.44027600000E+009, -9.21181047519E+001, +0.00000000000E+000
+1.53027450000E+009, -8.79109649667E+001, +0.00000000000E+000
+1.62027300000E+009, -9.51685695585E+001, +0.00000000000E+000
+1.71027150000E+009, -9.27728660484E+001, +0.00000000000E+000
+1.80027000000E+009, -8.76811228438E+001, +0.00000000000E+000
+1.89026850000E+009, -9.12608377175E+001, +0.00000000000E+000
+1.98026700000E+009, -9.26080511038E+001, +0.00000000000E+000
+2.07026550000E+009, -8.92468671362E+001, +0.00000000000E+000
+2.16026400000E+009, -9.08595851302E+001, +0.00000000000E+000
+2.25026250000E+009, -9.19729036787E+001, +0.00000000000E+000
+2.34026100000E+009, -8.82625031890E+001, +0.00000000000E+000
+2.43025950000E+009, -9.53908998795E+001, +0.00000000000E+000
+2.52025800000E+009, -8.79940097140E+001, +0.00000000000E+000
+2.61025650000E+009, -8.97015898577E+001, +0.00000000000E+000
+2.70025500000E+009, -9.51634882037E+001, +0.00000000000E+000
+2.79025350000E+009, -9.42496568795E+001, +0.00000000000E+000
+2.88025200000E+009, -9.31959782364E+001, +0.00000000000E+000
+2.97025050000E+009, -9.67814790279E+001, +0.00000000000E+000
+3.06024900000E+009, -9.00390208087E+001, +0.00000000000E+000
+3.15024750000E+009, -9.31718206238E+001, +0.00000000000E+000
+3.24024600000E+009, -9.54324762596E+001, +0.00000000000E+000
+3.33024450000E+009, -1.02894709277E+002, +0.00000000000E+000
+3.42024300000E+009, -9.60382440687E+001, +0.00000000000E+000
+3.51024150000E+009, -1.12116212154E+002, +0.00000000000E+000
+3.60024000000E+009, -9.75711030787E+001, +0.00000000000E+000
+3.69023850000E+009, -1.01829741932E+002, +0.00000000000E+000
+3.78023700000E+009, -9.28181991858E+001, +0.00000000000E+000
+3.87023550000E+009, -9.15522612324E+001, +0.00000000000E+000
+3.96023400000E+009, -9.27473981708E+001, +0.00000000000E+000
+4.05023250000E+009, -9.22533676881E+001, +0.00000000000E+000
+4.14023100000E+009, -9.22641562285E+001, +0.00000000000E+000
+4.23022950000E+009, -9.58667648021E+001, +0.00000000000E+000
+4.32022800000E+009, -9.92639635518E+001, +0.00000000000E+000
+4.41022650000E+009, -9.56893123320E+001, +0.00000000000E+000
+4.50022500000E+009, -9.59159698552E+001, +0.00000000000E+000
+4.59022350000E+009, -1.14419791860E+002, +0.00000000000E+000
+4.68022200000E+009, -9.82810701556E+001, +0.00000000000E+000
+4.77022050000E+009, -1.06647992027E+002, +0.00000000000E+000
+4.86021900000E+009, -9.77207993310E+001, +0.00000000000E+000
+4.95021750000E+009, -1.07231993535E+002, +0.00000000000E+000
+5.04021600000E+009, -9.09722308775E+001, +0.00000000000E+000
+5.13021450000E+009, -9.35419486543E+001, +0.00000000000E+000
+5.22021300000E+009, -9.40440282886E+001, +0.00000000000E+000
+5.31021150000E+009, -9.78958216195E+001, +0.00000000000E+000
+5.40021000000E+009, -9.53710915811E+001, +0.00000000000E+000
+5.49020850000E+009, -9.53809129705E+001, +0.00000000000E+000
+5.58020700000E+009, -1.00672008673E+002, +0.00000000000E+000
+5.67020550000E+009, -8.53157214384E+001, +0.00000000000E+000
+5.76020400000E+009, -7.27489197276E+001, +0.00000000000E+000
+5.85020250000E+009, -6.22879371700E+001, +0.00000000000E+000
+5.94020100000E+009, -6.10625723202E+001, +0.00000000000E+000
+6.03019950000E+009, -5.77860316882E+001, +0.00000000000E+000
+6.12019800000E+009, -5.90895246628E+001, +0.00000000000E+000
+6.21019650000E+009, -5.82972254360E+001, +0.00000000000E+000
+6.30019500000E+009, -5.83778353370E+001, +0.00000000000E+000
+6.39019350000E+009, -5.54909706963E+001, +0.00000000000E+000
+6.48019200000E+009, -5.55931728520E+001, +0.00000000000E+000
+6.57019050000E+009, -5.90782161196E+001, +0.00000000000E+000
+6.66018900000E+009, -5.91251721115E+001, +0.00000000000E+000
+6.75018750000E+009, -5.59993622583E+001, +0.00000000000E+000
+6.84018600000E+009, -5.76600733634E+001, +0.00000000000E+000
+6.93018450000E+009, -5.97338855284E+001, +0.00000000000E+000
+7.02018300000E+009, -5.71295520925E+001, +0.00000000000E+000
+7.11018150000E+009, -6.18244591179E+001, +0.00000000000E+000
+7.20018000000E+009, -5.56714789757E+001, +0.00000000000E+000
+7.29017850000E+009, -5.55579286623E+001, +0.00000000000E+000
