"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, -7.88503125012E+001, +0.00000000000E+000
+9.02985000000E+007, -1.17606124194E+002, +0.00000000000E+000
+1.80297000000E+008, -9.54876053280E+001, +0.00000000000E+000
+2.70295500000E+008, -8.70643190731E+001, +0.00000000000E+000
+3.60294000000E+008, -8.28130592549E+001, +0.00000000000E+000
+4.50292500000E+008, -8.08977903543E+001, +0.00000000000E+000
+5.40291000000E+008, -8.39494445940E+001, +0.00000000000E+000
+6.30289500000E+008, -7.36640623829E+001, +0.00000000000E+000
+7.20288000000E+008, -7.46917976926E+001, +0.00000000000E+000
+8.10286500000E+008, -7.49913183587E+001, +0.00000000000E+000
+9.00285000000E+008, -8.09676231357E+001, +0.00000000000E+000
+9.90283500000E+008, -8.21840061350E+001, +0.00000000000E+000
+1.08028200000E+009, -7.67631672754E+001, +0.00000000000E+000
+1.17028050000E+009, -8.20044661843E+001, +0.00000000000E+000
+1.26027900000E+009, -9.31098339591E+001, +0.00000000000E+000
+1.35027750000E+009, -8.77021844205E+001, +0.00000000000E+000
+1.44027600000E+009, -9.17662456944E+001, +0.00000000000E+000
+1.53027450000E+009, -9.29661526885E+001, +0.00000000000E+000
+1.62027300000E+009, -9.27118915746E+001, +0.00000000000E+000
+1.71027150000E+009, -9.54481566729E+001, +0.00000000000E+000
+1.80027000000E+009, -8.66092043191E+001, +0.00000000000E+000
+1.89026850000E+009, -8.84167626632E+001, +0.00000000000E+000
+1.98026700000E+009, -9.27045664020E+001, +0.00000000000E+000
+2.07026550000E+009, -8.73834716106E+001, +0.00000000000E+000
+2.16026400000E+009, -8.91732470338E+001, +0.00000000000E+000
+2.25026250000E+009, -8.90271460626E+001, +0.00000000000E+000
+2.34026100000E+009, -8.84298153216E+001, +0.00000000000E+000
+2.43025950000E+009, -9.48717485000E+001, +0.00000000000E+000
+2.52025800000E+009, -9.01374149538E+001, +0.00000000000E+000
+2.61025650000E+009, -8.89950199973E+001, +0.00000000000E+000
+2.70025500000E+009, -9.48585444239E+001, +0.00000000000E+000
+2.79025350000E+009, -9.07504772172E+001, +0.00000000000E+000
+2.88025200000E+009, -9.11290401891E+001, +0.00000000000E+000
+2.97025050000E+009, -9.41935315646E+001, +0.00000000000E+000
+3.06024900000E+009, -9.09889736594E+001, +0.00000000000E+000
+3.15024750000E+009, -9.25698269022E+001, +0.00000000000E+000
+3.24024600000E+009, -9.82417220000E+001, +0.00000000000E+000
+3.33024450000E+009, -1.08979311507E+002, +0.00000000000E+000
+3.42024300000E+009, -9.93009606796E+001, +0.00000000000E+000
+3.51024150000E+009, -1.12094128564E+002, +0.00000000000E+000
+3.60024000000E+009, -9.25804248471E+001, +0.00000000000E+000
+3.69023850000E+009, -9.61150844282E+001, +0.00000000000E+000
+3.78023700000E+009, -9.45470228956E+001, +0.00000000000E+000
+3.87023550000E+009, -9.06423637092E+001, +0.00000000000E+000
+3.96023400000E+009, -9.38492023312E+001, +0.00000000000E+000
+4.05023250000E+009, -9.27910773790E+001, +0.00000000000E+000
